Data Consegna,Cluster,Zona Consegna,Veicolo,Numero Clienti,Distanza Stimata (km),Percorso Ottimo,Tempo Totale Stimato (min),Tempo Guida Stimato (min)
2025-10-22,1_0,Zona B1,V2025-10-22_C1_0_N1,4,23.04,"[588207, 587398, 576715, 401053]",75,35
2025-10-23,1_1,Zona B2,V2025-10-23_C1_1_N1,8,141.4,"[587147, 576958, 401236, 557503, 553714, 557165, 13673, 401911]",292,212
2025-10-23,1_1,Zona B2,V2025-10-23_C1_1_N2,3,67.02,"[582653, 404272, 557638]",131,101
2025-10-23,1_0,Zona B1,V2025-10-23_C1_0_N1,6,36.8,"[15262, 400877, 586334, 580350, 580791, 587790]",115,55
2025-10-24,0_0,Zona A1,V2025-10-24_C0_0_N1,8,122.05,"[557802, 580509, 557772, 557981, 558229, 558425, 579926, 583315]",263,183
2025-10-24,0_0,Zona A1,V2025-10-24_C0_0_N2,3,99.31,"[587250, 587017, 584687]",179,149
2025-10-24,1_0,Zona B1,V2025-10-24_C1_0_N1,5,36.63,"[404015, 405040, 404550, 405630, 578750]",105,55
2025-10-26,0_1,Zona A2,V2025-10-26_C0_1_N1,8,127.45,"[404869, 577314, 582767, 402002, 404081, 577302, 400741, 17728]",271,191
2025-10-26,0_1,Zona A2,V2025-10-26_C0_1_N2,4,104.91,"[583539, 588494, 584169, 588380]",197,157
2025-10-26,1_0,Zona B1,V2025-10-26_C1_0_N1,7,67.69,"[17466, 581844, 406249, 576486, 585477, 586251, 586776]",172,102
2025-10-29,1_0,Zona B1,V2025-10-29_C1_0_N1,7,43.88,"[586898, 585017, 587296, 16100, 12813, 587403, 585547]",136,66
2025-11-01,1_0,Zona B1,V2025-11-01_C1_0_N1,6,38.59,"[582766, 585717, 15046, 406433, 604065, 557679]",118,58
2025-11-02,0_1,Zona A2,V2025-11-02_C0_1_N1,10,163.03,"[577372, 577222, 12578, 402142, 402353, 16331, 401059, 404567, 587909, 402377]",345,245
2025-11-02,1_0,Zona B1,V2025-11-02_C1_0_N1,4,29.8,"[585403, 14998, 586496, 16734]",85,45
2025-11-03,1_0,Zona B1,V2025-11-03_C1_0_N1,6,56.78,"[584577, 584948, 11824, 401200, 587941, 403937]",145,85
2025-11-04,1_0,Zona B1,V2025-11-04_C1_0_N1,3,32.06,"[17264, 406287, 577726]",78,48
2025-11-05,0_3,Zona A4,V2025-11-05_C0_3_N1,9,113.19,"[557997, 557106, 586406, 581308, 557923, 555747, 555390, 587418, 553968]",260,170
2025-11-05,1_0,Zona B1,V2025-11-05_C1_0_N1,3,43.51,"[10552, 585083, 575771]",95,65
2025-11-06,1_0,Zona B1,V2025-11-06_C1_0_N1,5,42.58,"[15082, 587971, 404191, 405394, 557954]",114,64
2025-11-06,0_0,Zona A1,V2025-11-06_C0_0_N1,8,116.77,"[557034, 557387, 557411, 557216, 558426, 588060, 588362, 557753]",255,175
2025-11-06,0_0,Zona A1,V2025-11-06_C0_0_N2,5,104.15,"[558101, 558175, 558365, 558165, 558053]",206,156
2025-11-07,1_0,Zona B1,V2025-11-07_C1_0_N1,4,36.4,"[10847, 406440, 400486, 557578]",95,55
2025-11-08,1_0,Zona B1,V2025-11-08_C1_0_N1,4,40.67,"[401061, 584558, 401772, 557690]",101,61
2025-11-08,0_0,Zona A1,V2025-11-08_C0_0_N1,4,99.03,"[557441, 585950, 558403, 582954]",189,149
2025-11-09,2,Zona C,V2025-11-09_C2_N1,10,120.9,"[576261, 403069, 405475, 401964, 586515, 14049, 400318, 604199, 401342, 581987]",281,181
2025-11-10,0_1,Zona A2,V2025-11-10_C0_1_N1,8,133.28,"[406484, 401370, 13341, 576691, 578624, 406246, 404196, 584716]",280,200
2025-11-10,0_1,Zona A2,V2025-11-10_C0_1_N2,3,94.68,"[588303, 580233, 588755]",172,142
2025-11-10,1_0,Zona B1,V2025-11-10_C1_0_N1,7,27.47,"[584853, 12692, 405082, 406085, 585046, 587180, 585840]",111,41
2025-11-11,0_0,Zona A1,V2025-11-11_C0_0_N1,9,115.4,"[557744, 557588, 587016, 557443, 557366, 557410, 578385, 580254, 580041]",263,173
2025-11-11,1_1,Zona B2,V2025-11-11_C1_1_N1,8,123.85,"[17293, 402508, 17786, 403810, 588648, 584815, 405794, 553714]",266,186
2025-11-11,1_1,Zona B2,V2025-11-11_C1_1_N2,5,94.5,"[576575, 587095, 580349, 588104, 587267]",192,142
2025-11-13,1_0,Zona B1,V2025-11-13_C1_0_N1,5,15.81,"[404862, 587045, 588072, 405423, 583451]",74,24
2025-11-13,1_3,Zona B4,V2025-11-13_C1_3_N1,8,109.88,"[581095, 583347, 581261, 582004, 405597, 403493, 401893, 405228]",245,165
2025-11-13,1_3,Zona B4,V2025-11-13_C1_3_N2,3,63.78,"[583346, 586046, 582326]",126,96
2025-11-15,1_0,Zona B1,V2025-11-15_C1_0_N1,3,22.17,"[584913, 588565, 12079]",63,33
2025-11-16,1_0,Zona B1,V2025-11-16_C1_0_N1,4,25.1,"[580342, 16182, 585375, 401437]",78,38
2025-11-17,1_0,Zona B1,V2025-11-17_C1_0_N1,4,39.02,"[12693, 580048, 584243, 403767]",99,59
2025-11-18,1_0,Zona B1,V2025-11-18_C1_0_N1,3,35.58,"[585166, 405596, 557973]",83,53
2025-11-18,0_0,Zona A1,V2025-11-18_C0_0_N1,9,107.5,"[557277, 586937, 603616, 557411, 586591, 605299, 584670, 584147, 557276]",251,161
2025-11-19,1_0,Zona B1,V2025-11-19_C1_0_N1,3,22.97,"[15431, 11706, 587403]",64,34
2025-11-20,1_0,Zona B1,V2025-11-20_C1_0_N1,8,34.92,"[577865, 584565, 400474, 403511, 404808, 404810, 584786, 588548]",132,52
2025-11-20,3,Zona D,V2025-11-20_C3_N1,9,72.99,"[580964, 404913, 587127, 581986, 16117, 587956, 12867, 400859, 583277]",199,109
2025-11-21,0_0,Zona A1,V2025-11-21_C0_0_N1,10,114.59,"[557985, 557877, 558295, 587369, 557914, 558246, 584687, 552192, 578480, 585011]",272,172
2025-11-21,0_3,Zona A4,V2025-11-21_C0_3_N1,8,102.95,"[557223, 557797, 557574, 558172, 576457, 587862, 581287, 555390]",234,154
2025-11-21,0_3,Zona A4,V2025-11-21_C0_3_N2,3,91.28,"[587733, 583169, 585040]",167,137
2025-11-21,2,Zona C,V2025-11-21_C2_N1,8,125.08,"[405926, 582104, 405069, 582058, 582471, 585158, 403786, 403453]",268,188
2025-11-21,2,Zona C,V2025-11-21_C2_N2,4,109.97,"[585484, 586205, 587260, 584181]",205,165
2025-11-22,0_1,Zona A2,V2025-11-22_C0_1_N1,8,118.7,"[10871, 402766, 401983, 576568, 405031, 16881, 403522, 16201]",258,178
2025-11-22,0_1,Zona A2,V2025-11-22_C0_1_N2,3,116.84,"[588913, 582188, 575723]",205,175
2025-11-24,0_3,Zona A4,V2025-11-24_C0_3_N1,5,117.84,"[557940, 584373, 550920, 557288, 557644]",227,177
2025-11-25,0_1,Zona A2,V2025-11-25_C0_1_N1,3,114.14,"[402841, 402008, 584127]",201,171
2025-11-26,1_0,Zona B1,V2025-11-26_C1_0_N1,6,36.85,"[10552, 587868, 584818, 580350, 17758, 588835]",115,55
2025-11-27,1_0,Zona B1,V2025-11-27_C1_0_N1,5,31.81,"[405804, 406515, 405723, 13520, 17792]",98,48
2025-11-28,1_0,Zona B1,V2025-11-28_C1_0_N1,6,10.74,"[404426, 588700, 401829, 587775, 405059, 405546]",76,16
2025-11-28,0_1,Zona A2,V2025-11-28_C0_1_N1,5,121.16,"[577965, 402002, 405404, 402249, 582767]",232,182
2025-11-29,0_1,Zona A2,V2025-11-29_C0_1_N1,6,129.52,"[404601, 406428, 401489, 401714, 403905, 585206]",254,194
2025-11-29,1_0,Zona B1,V2025-11-29_C1_0_N1,6,55.58,"[582443, 585984, 404166, 401515, 587941, 587325]",143,83
2025-12-01,1_3,Zona B4,V2025-12-01_C1_3_N1,10,113.87,"[581095, 585351, 588525, 405701, 582004, 587531, 586729, 402898, 405228, 577169]",271,171
2025-12-02,0_3,Zona A4,V2025-12-02_C0_3_N1,10,102.35,"[588249, 557537, 583593, 583743, 604226, 581308, 555747, 557173, 557879, 577781]",254,154
2025-12-02,1_0,Zona B1,V2025-12-02_C1_0_N1,5,19.51,"[584853, 587730, 13394, 578649, 585381]",79,29
2025-12-03,1_0,Zona B1,V2025-12-03_C1_0_N1,7,55.12,"[401918, 404639, 588041, 585779, 406237, 577726, 577452]",153,83
2025-12-04,0_1,Zona A2,V2025-12-04_C0_1_N1,8,140.06,"[402984, 587857, 401985, 587909, 403192, 404593, 580233, 16831]",290,210
2025-12-04,0_1,Zona A2,V2025-12-04_C0_1_N2,7,142.95,"[405940, 405945, 405917, 604715, 577531, 584169, 584681]",284,214
2025-12-06,1_0,Zona B1,V2025-12-06_C1_0_N1,6,22.2,"[400672, 401772, 404870, 15743, 406249, 17353]",93,33
2025-12-06,1_1,Zona B2,V2025-12-06_C1_1_N1,9,132.76,"[401911, 587041, 588649, 400384, 404272, 584086, 401105, 405281, 553714]",289,199
2025-12-08,1_0,Zona B1,V2025-12-08_C1_0_N1,5,87.79,"[576957, 584885, 584393, 586938, 583740]",182,132
2025-12-09,1_0,Zona B1,V2025-12-09_C1_0_N1,4,35.63,"[584353, 15565, 405782, 588661]",93,53
2025-12-10,2,Zona C,V2025-12-10_C2_N1,8,130.72,"[14240, 587436, 401964, 403069, 403160, 405636, 401342, 581987]",276,196
2025-12-10,1_0,Zona B1,V2025-12-10_C1_0_N1,3,17.85,"[580462, 588207, 405499]",57,27
2025-12-11,1_0,Zona B1,V2025-12-11_C1_0_N1,5,43.98,"[587355, 577823, 15745, 403445, 587403]",116,66
2025-12-12,1_0,Zona B1,V2025-12-12_C1_0_N1,3,17.35,"[10515, 578388, 401615]",56,26
2025-12-13,1_0,Zona B1,V2025-12-13_C1_0_N1,3,28.87,"[588499, 587849, 401053]",73,43
2025-12-14,1_0,Zona B1,V2025-12-14_C1_0_N1,3,28.53,"[17338, 402296, 401108]",73,43
2025-12-14,2,Zona C,V2025-12-14_C2_N1,6,116.92,"[583444, 405261, 405290, 603922, 584160, 14971]",235,175
2025-12-15,0_0,Zona A1,V2025-12-15_C0_0_N1,9,103.06,"[558101, 557981, 557366, 557410, 557597, 557697, 585950, 554269, 557247]",245,155
2025-12-15,1_0,Zona B1,V2025-12-15_C1_0_N1,4,42.57,"[12740, 584059, 576715, 575690]",104,64
2025-12-16,0_0,Zona A1,V2025-12-16_C0_0_N1,4,97.47,"[558125, 557674, 577316, 584687]",186,146
2025-12-16,0_1,Zona A2,V2025-12-16_C0_1_N1,8,116.55,"[585979, 401370, 400393, 401040, 587642, 406246, 404734, 584503]",255,175
2025-12-16,1_0,Zona B1,V2025-12-16_C1_0_N1,6,59.43,"[402587, 404550, 401698, 406433, 604065, 587035]",149,89
2025-12-17,1_0,Zona B1,V2025-12-17_C1_0_N1,5,50.4,"[10552, 588656, 586714, 578626, 557954]",126,76
2025-12-18,1_0,Zona B1,V2025-12-18_C1_0_N1,3,28.26,"[13570, 403794, 401692]",72,42
2025-12-19,1_0,Zona B1,V2025-12-19_C1_0_N1,6,38.18,"[404015, 584577, 14342, 405596, 587019, 580318]",117,57
2025-12-21,0_1,Zona A2,V2025-12-21_C0_1_N1,8,133.31,"[405941, 402919, 402376, 405440, 405919, 402638, 404068, 17728]",280,200
2025-12-21,0_1,Zona A2,V2025-12-21_C0_1_N2,5,122.97,"[577222, 580233, 582563, 588494, 584593]",234,184
2025-12-22,1_0,Zona B1,V2025-12-22_C1_0_N1,6,41.81,"[584853, 405451, 575734, 582157, 584134, 575771]",123,63
2025-12-24,0_0,Zona A1,V2025-12-24_C0_0_N1,8,116.31,"[553948, 557994, 587873, 558371, 587250, 605299, 581190, 557571]",254,174
2025-12-25,1_0,Zona B1,V2025-12-25_C1_0_N1,6,32.65,"[400323, 587551, 582775, 403720, 587452, 584886]",109,49
2025-12-27,1_0,Zona B1,V2025-12-27_C1_0_N1,5,42.72,"[13944, 403706, 581844, 405812, 587941]",114,64
2025-12-27,1_1,Zona B2,V2025-12-27_C1_1_N1,8,91.0,"[16377, 405874, 588075, 16248, 588597, 403529, 405794, 553714]",216,136
2025-12-27,1_1,Zona B2,V2025-12-27_C1_1_N2,4,79.4,"[587147, 587723, 580349, 585391]",159,119
2025-12-29,0_3,Zona A4,V2025-12-29_C0_3_N1,7,98.54,"[585702, 585348, 581308, 581297, 583169, 555747, 578223]",218,148
2025-12-30,1_0,Zona B1,V2025-12-30_C1_0_N1,8,42.32,"[405547, 406440, 578121, 400877, 587971, 580350, 577726, 575358]",143,63
2025-12-31,1_1,Zona B2,V2025-12-31_C1_1_N1,4,52.56,"[400357, 10619, 582303, 584446]",119,79
2025-12-31,1_3,Zona B4,V2025-12-31_C1_3_N1,7,97.03,"[581095, 585842, 404884, 586046, 587348, 405228, 586610]",216,146
2026-01-01,1_1,Zona B2,V2026-01-01_C1_1_N1,5,80.89,"[587321, 403909, 405084, 15614, 578110]",171,121
2026-01-01,0_0,Zona A1,V2026-01-01_C0_0_N1,8,98.74,"[557844, 557443, 587654, 558076, 558106, 558053, 557243, 554071]",228,148
2026-01-01,0_0,Zona A1,V2026-01-01_C0_0_N2,4,108.26,"[603616, 577070, 588445, 558246]",202,162
2026-01-01,0_3,Zona A4,V2026-01-01_C0_3_N1,3,93.92,"[557940, 557513, 604226]",171,141
2026-01-02,0_1,Zona A2,V2026-01-02_C0_1_N1,8,126.18,"[401427, 12875, 400751, 402106, 401240, 577302, 10500, 17814]",269,189
2026-01-02,0_1,Zona A2,V2026-01-02_C0_1_N2,9,154.29,"[575799, 405964, 585934, 582767, 587909, 402002, 576691, 406484, 585933]",321,231
2026-01-03,1_0,Zona B1,V2026-01-03_C1_0_N1,8,64.6,"[584344, 405831, 401772, 401074, 17195, 584363, 403937, 557578]",177,97
2026-01-03,1_0,Zona B1,V2026-01-03_C1_0_N2,3,25.15,"[587084, 584896, 587403]",68,38
2026-01-03,1_1,Zona B2,V2026-01-03_C1_1_N1,10,145.28,"[575953, 585079, 404927, 13631, 401092, 11384, 557503, 583964, 582446, 401911]",318,218
2026-01-06,0_3,Zona A4,V2026-01-06_C0_3_N1,8,103.19,"[558163, 557017, 558391, 584811, 557574, 557923, 581287, 555390]",235,155
2026-01-06,2,Zona C,V2026-01-06_C2_N1,8,131.55,"[405926, 17010, 403069, 405475, 581987, 585181, 406273, 401612]",277,197
2026-01-06,2,Zona C,V2026-01-06_C2_N2,4,100.65,"[586311, 604199, 583996, 584043]",191,151
2026-01-09,1_0,Zona B1,V2026-01-09_C1_0_N1,5,26.0,"[10847, 586733, 400705, 588565, 401065]",89,39
2026-01-10,0_3,Zona A4,V2026-01-10_C0_3_N1,6,124.63,"[550777, 557673, 557525, 557657, 583333, 578617]",247,187
2026-01-10,1_0,Zona B1,V2026-01-10_C1_0_N1,3,75.52,"[402750, 585377, 587983]",143,113
2026-01-12,1_0,Zona B1,V2026-01-12_C1_0_N1,5,34.65,"[577865, 12693, 584504, 587180, 405630]",102,52
2026-01-13,2,Zona C,V2026-01-13_C2_N1,8,163.78,"[587999, 583736, 400980, 582776, 401342, 586515, 403453, 405988]",326,246
2026-01-13,1_0,Zona B1,V2026-01-13_C1_0_N1,3,22.48,"[579909, 587676, 584786]",64,34
2026-01-14,0_3,Zona A4,V2026-01-14_C0_3_N1,4,84.76,"[585302, 557348, 578360, 558224]",167,127
2026-01-14,1_0,Zona B1,V2026-01-14_C1_0_N1,6,17.04,"[403209, 401715, 587868, 588700, 406249, 576486]",86,26
2026-01-17,0_0,Zona A1,V2026-01-17_C0_0_N1,8,104.3,"[557744, 557420, 558401, 557469, 553497, 555436, 584687, 586576]",236,156
2026-01-17,0_0,Zona A1,V2026-01-17_C0_0_N2,3,82.9,"[576202, 585950, 557824]",154,124
2026-01-17,0_1,Zona A2,V2026-01-17_C0_1_N1,8,143.93,"[404869, 401949, 405656, 402008, 402851, 401714, 404543, 14643]",296,216
2026-01-17,0_1,Zona A2,V2026-01-17_C0_1_N2,6,134.23,"[576851, 406246, 406140, 583047, 584169, 405466]",261,201
2026-01-17,0_3,Zona A4,V2026-01-17_C0_3_N1,5,116.92,"[553783, 558241, 550920, 558274, 584373]",225,175
2026-01-17,1_0,Zona B1,V2026-01-17_C1_0_N1,5,36.94,"[587730, 583213, 578037, 406239, 558127]",105,55
2026-01-18,1_0,Zona B1,V2026-01-18_C1_0_N1,5,42.72,"[585473, 585717, 401045, 403252, 558205]",114,64
2026-01-19,0_0,Zona A1,V2026-01-19_C0_0_N1,5,100.17,"[557366, 587017, 558365, 555339, 581727]",200,150
2026-01-19,0_3,Zona A4,V2026-01-19_C0_3_N1,3,94.67,"[585701, 586406, 557439]",172,142
2026-01-19,1_0,Zona B1,V2026-01-19_C1_0_N1,6,51.17,"[13571, 587134, 14998, 405596, 11824, 557973]",137,77
2026-01-19,1_1,Zona B2,V2026-01-19_C1_1_N1,8,140.95,"[14187, 17293, 12244, 15626, 584815, 587062, 551552, 401236]",291,211
2026-01-19,1_1,Zona B2,V2026-01-19_C1_1_N2,5,75.59,"[576575, 582562, 404272, 404269, 403003]",163,113
2026-01-20,0_1,Zona A2,V2026-01-20_C0_1_N1,6,125.4,"[587517, 401370, 402354, 401894, 577314, 402766]",248,188
2026-01-20,0_0,Zona A1,V2026-01-20_C0_0_N1,5,108.8,"[557277, 557444, 558295, 557714, 557804]",213,163
2026-01-22,0_0,Zona A1,V2026-01-22_C0_0_N1,10,106.44,"[558101, 557981, 551241, 557440, 557446, 557026, 557442, 578385, 585190, 558425]",260,160
2026-01-23,1_0,Zona B1,V2026-01-23_C1_0_N1,7,33.55,"[11284, 583167, 584558, 579970, 405082, 17264, 587941]",120,50
2026-01-24,0_3,Zona A4,V2026-01-24_C0_3_N1,8,99.88,"[558137, 582638, 557327, 576457, 583169, 581308, 555747, 557227]",230,150
2026-01-25,0_1,Zona A2,V2026-01-25_C0_1_N1,6,160.72,"[588380, 588755, 604715, 406043, 16201, 586294]",301,241
2026-01-25,1_0,Zona B1,V2026-01-25_C1_0_N1,5,19.44,"[15262, 401076, 584622, 404768, 585343]",79,29
2026-01-27,1_0,Zona B1,V2026-01-27_C1_0_N1,5,44.84,"[580342, 400637, 400944, 10604, 557954]",117,67
2026-01-27,1_3,Zona B4,V2026-01-27_C1_3_N1,8,86.32,"[581095, 403008, 583179, 576943, 575778, 578166, 405359, 587765]",209,129
2026-01-27,1_3,Zona B4,V2026-01-27_C1_3_N2,5,63.71,"[583347, 585351, 581261, 588525, 585194]",146,96
2026-01-28,1_0,Zona B1,V2026-01-28_C1_0_N1,3,9.81,"[403042, 12692, 588207]",45,15
2026-01-29,0_1,Zona A2,V2026-01-29_C0_1_N1,3,77.7,"[587857, 401985, 582188]",147,117
2026-01-29,1_0,Zona B1,V2026-01-29_C1_0_N1,6,34.13,"[603830, 401061, 585166, 404411, 585560, 404810]",111,51
2026-01-30,1_0,Zona B1,V2026-01-30_C1_0_N1,6,73.84,"[586776, 406433, 16362, 604065, 577726, 403767]",171,111
2026-01-31,1_0,Zona B1,V2026-01-31_C1_0_N1,7,43.78,"[586529, 587799, 580462, 405423, 16182, 585083, 405789]",136,66
2026-02-02,0_1,Zona A2,V2026-02-02_C0_1_N1,8,137.29,"[577372, 578624, 402832, 403590, 402002, 16331, 576568, 582767]",286,206
2026-02-02,0_1,Zona A2,V2026-02-02_C0_1_N2,6,132.32,"[588913, 587909, 584503, 581139, 585394, 583539]",258,198
2026-02-02,1_0,Zona B1,V2026-02-02_C1_0_N1,3,16.35,"[588072, 403234, 580350]",55,25
2026-02-03,1_0,Zona B1,V2026-02-03_C1_0_N1,5,18.56,"[400672, 584577, 587398, 401772, 401053]",78,28
2026-02-03,1_1,Zona B2,V2026-02-03_C1_1_N1,10,141.65,"[588308, 582653, 582340, 577895, 401236, 401092, 405794, 581886, 588597, 588110]",312,212
2026-02-03,2,Zona C,V2026-02-03_C2_N1,8,131.49,"[587501, 405607, 584770, 400318, 587260, 603922, 581987, 405069]",277,197
2026-02-04,1_0,Zona B1,V2026-02-04_C1_0_N1,6,58.29,"[582443, 400356, 404166, 585779, 582645, 575771]",147,87
2026-02-04,2,Zona C,V2026-02-04_C2_N1,7,138.2,"[583410, 11395, 403069, 584847, 582471, 405636, 582678]",277,207
2026-02-06,0_0,Zona A1,V2026-02-06_C0_0_N1,8,111.56,"[557877, 554228, 557819, 557061, 557368, 554233, 553130, 558432]",247,167
2026-02-06,0_0,Zona A1,V2026-02-06_C0_0_N2,3,79.08,"[558354, 588060, 605299]",149,119
2026-02-06,0_3,Zona A4,V2026-02-06_C0_3_N1,8,124.44,"[557940, 557190, 576459, 558423, 557332, 550920, 558131, 557945]",267,187
2026-02-06,0_3,Zona A4,V2026-02-06_C0_3_N2,5,97.65,"[588249, 587733, 604226, 588899, 577781]",196,146
2026-02-06,1_0,Zona B1,V2026-02-06_C1_0_N1,7,28.8,"[17466, 400498, 405782, 576715, 17758, 404550, 588499]",113,43
2026-02-07,0_0,Zona A1,V2026-02-07_C0_0_N1,4,99.44,"[557817, 557410, 557384, 558246]",189,149
2026-02-09,0_0,Zona A1,V2026-02-09_C0_0_N1,9,121.49,"[558175, 576660, 554269, 586674, 584687, 586580, 557476, 557726, 580254]",272,182
2026-02-12,1_0,Zona B1,V2026-02-12_C1_0_N1,7,52.42,"[586898, 580188, 577856, 588234, 583451, 17792, 557679]",149,79
2026-02-13,1_0,Zona B1,V2026-02-13_C1_0_N1,4,20.33,"[404862, 404015, 576957, 402498]",70,30
2026-02-13,2,Zona C,V2026-02-13_C2_N1,8,131.02,"[403160, 576261, 405475, 586311, 576628, 604199, 585181, 402797]",277,197
2026-02-13,2,Zona C,V2026-02-13_C2_N2,3,109.9,"[585484, 586205, 585937]",195,165
2026-02-14,1_0,Zona B1,V2026-02-14_C1_0_N1,5,21.13,"[15587, 404276, 15431, 400993, 578750]",82,32
2026-02-17,1_0,Zona B1,V2026-02-17_C1_0_N1,5,47.62,"[401515, 17353, 401698, 587650, 575690]",121,71
2026-02-18,1_0,Zona B1,V2026-02-18_C1_0_N1,6,25.21,"[586240, 405871, 401829, 15778, 585340, 586251]",98,38
2026-02-19,0_0,Zona A1,V2026-02-19_C0_0_N1,10,144.2,"[558386, 587250, 557443, 557366, 557597, 586591, 585950, 557802, 558187, 557120]",316,216
2026-02-19,1_0,Zona B1,V2026-02-19_C1_0_N1,7,40.25,"[587971, 405596, 406287, 576527, 587941, 585547, 401108]",130,60
2026-02-20,0_1,Zona A2,V2026-02-20_C0_1_N1,8,142.62,"[400768, 17728, 584169, 404593, 402376, 401486, 406321, 402377]",294,214
2026-02-20,0_1,Zona A2,V2026-02-20_C0_1_N2,3,83.66,"[403281, 406246, 587480]",155,125
2026-02-21,0_3,Zona A4,V2026-02-21_C0_3_N1,8,92.41,"[557223, 557105, 557106, 580781, 581308, 555747, 557107, 557574]",219,139
2026-02-21,0_3,Zona A4,V2026-02-21_C0_3_N2,7,105.84,"[558243, 557644, 583743, 586283, 581287, 586603, 587418]",229,159
2026-02-21,1_0,Zona B1,V2026-02-21_C1_0_N1,4,16.77,"[406440, 11706, 406515, 586496]",65,25
2026-02-23,1_0,Zona B1,V2026-02-23_C1_0_N1,6,33.64,"[582766, 406249, 584818, 16100, 404870, 588548]",110,50
2026-02-23,0_1,Zona A2,V2026-02-23_C0_1_N1,8,137.05,"[402984, 401059, 13341, 401714, 588494, 575723, 401370, 403522]",286,206
2026-02-25,2,Zona C,V2026-02-25_C2_N1,9,159.74,"[578628, 585158, 582776, 401342, 576952, 403453, 405926, 14240, 582168]",330,240
2026-02-26,1_0,Zona B1,V2026-02-26_C1_0_N1,3,29.37,"[575734, 401200, 401533]",74,44
2026-02-27,1_0,Zona B1,V2026-02-27_C1_0_N1,4,35.62,"[581844, 404191, 577726, 578626]",93,53
2026-02-28,0_0,Zona A1,V2026-02-28_C0_0_N1,8,107.85,"[603616, 557812, 554160, 557697, 557468, 552331, 580265, 557610]",242,162
2026-02-28,0_0,Zona A1,V2026-02-28_C0_0_N2,6,103.08,"[557985, 558072, 588362, 584147, 558053, 557753]",215,155
2026-03-01,1_0,Zona B1,V2026-03-01_C1_0_N1,5,38.76,"[588700, 405012, 15046, 577727, 557578]",108,58
2026-03-04,1_0,Zona B1,V2026-03-04_C1_0_N1,7,41.9,"[587730, 588656, 401772, 587019, 406237, 585840, 404441]",133,63
2026-03-05,1_0,Zona B1,V2026-03-05_C1_0_N1,3,20.37,"[577865, 588565, 585477]",61,31
2026-03-06,0_1,Zona A2,V2026-03-06_C0_1_N1,8,139.12,"[577965, 16831, 16656, 576691, 405523, 402002, 402008, 586878]",289,209
2026-03-06,0_1,Zona A2,V2026-03-06_C0_1_N2,5,111.62,"[588303, 584716, 587909, 582767, 587642]",217,167
2026-03-06,1_0,Zona B1,V2026-03-06_C1_0_N1,6,30.5,"[17338, 587868, 406271, 15743, 584786, 584886]",106,46
2026-03-08,1_0,Zona B1,V2026-03-08_C1_0_N1,5,32.88,"[587296, 400877, 404639, 580350, 588661]",99,49
2026-03-09,1_0,Zona B1,V2026-03-09_C1_0_N1,7,65.29,"[10847, 12693, 585375, 400486, 584393, 403937, 557954]",168,98
2026-03-10,0_0,Zona A1,V2026-03-10_C0_0_N1,8,115.99,"[555146, 586937, 557117, 557410, 557970, 557068, 558165, 557397]",254,174
2026-03-10,1_1,Zona B2,V2026-03-10_C1_1_N1,9,81.57,"[582743, 578013, 588649, 576575, 404272, 588597, 584887, 405281, 582446]",212,122
2026-03-14,1_0,Zona B1,V2026-03-14_C1_0_N1,9,92.82,"[405547, 587355, 585017, 15565, 585381, 400986, 405499, 575358, 585603]",229,139
2026-03-15,0_0,Zona A1,V2026-03-15_C0_0_N1,6,129.84,"[557744, 558101, 584670, 605299, 587369, 557276]",255,195
2026-03-16,0_1,Zona A2,V2026-03-16_C0_1_N1,9,156.17,"[575871, 406484, 403423, 577302, 577531, 585919, 406246, 604715, 405945]",324,234
2026-03-16,1_0,Zona B1,V2026-03-16_C1_0_N1,5,29.51,"[584059, 406477, 406433, 587180, 604065]",94,44
2026-03-18,0_0,Zona A1,V2026-03-18_C0_0_N1,5,113.21,"[587016, 557981, 557441, 558246, 582954]",220,170
2026-03-18,1_0,Zona B1,V2026-03-18_C1_0_N1,5,21.63,"[585403, 588207, 401118, 584134, 401615]",82,32
2026-03-19,1_0,Zona B1,V2026-03-19_C1_0_N1,4,14.5,"[14771, 405059, 403511, 405337]",62,22
2026-03-20,0_0,Zona A1,V2026-03-20_C0_0_N1,5,98.46,"[586234, 557846, 558295, 557243, 558301]",198,148
2026-03-20,1_0,Zona B1,V2026-03-20_C1_0_N1,4,15.68,"[405831, 400474, 404650, 584577]",64,24
2026-03-22,1_0,Zona B1,V2026-03-22_C1_0_N1,5,36.49,"[403662, 585984, 405596, 585046, 575771]",105,55
2026-03-22,0_1,Zona A2,V2026-03-22_C0_1_N1,7,125.96,"[404980, 587132, 587857, 401985, 404196, 576841, 10953]",259,189
2026-03-24,0_0,Zona A1,V2026-03-24_C0_0_N1,8,108.78,"[557277, 557459, 557366, 585950, 555932, 580041, 557914, 554999]",243,163
2026-03-24,0_0,Zona A1,V2026-03-24_C0_0_N2,4,114.04,"[557588, 585200, 558229, 584840]",211,171
2026-03-24,1_0,Zona B1,V2026-03-24_C1_0_N1,6,41.53,"[405451, 400323, 580462, 578121, 585038, 557973]",122,62
2026-03-28,1_0,Zona B1,V2026-03-28_C1_0_N1,7,75.18,"[400705, 16582, 401053, 587452, 404550, 13802, 583740]",183,113
2026-03-30,0_1,Zona A2,V2026-03-30_C0_1_N1,7,141.3,"[402919, 402766, 585934, 402685, 12992, 16201, 401370]",282,212
